locus	pop1	metric	value
MrChr7G26800	W2	TajD	1.0331
MrChr7G34240	W2	pi	0
MrChr8G00100	W2	pi	0.00657539
MrChr8G00100	W2	TajD	0.908089
MrChr8G00200	W2	pi	0.00587312
MrChr8G00200	W2	TajD	0.0404871
MrChr8G02780	W2	pi	0.0102624
MrChr8G02780	W2	TajD	0.884838
MrChr8G03460	W2	pi	0.00382971
MrChr8G03460	W2	TajD	0.90646
MrChr8G03760	W2	pi	0.00401321
MrChr8G03760	W2	TajD	1.36778
MrChr8G07330	W2	pi	0.0194805
MrChr8G07330	W2	TajD	1.19549
MrChr8G07430	W2	pi	0.0396571
MrChr8G07430	W2	TajD	1.72472
MrChr8G08830	W2	pi	0
MrChr8G11760	W2	pi	0.00421704
MrChr8G11760	W2	TajD	0.409648
MrChr8G13530	W2	pi	0.0200284
MrChr8G13530	W2	TajD	0.719113
MrChr8G13660	W2	pi	0.00198283
MrChr8G13660	W2	TajD	1.1778
MrChr8G18000	W2	pi	0.00181878
MrChr8G18000	W2	TajD	0.0477328
MrChr8G18370	W2	pi	0.00408108
MrChr8G18370	W2	TajD	1.54901
MrChr8G20520	W2	pi	0.00744295
MrChr8G20520	W2	TajD	1.55357
MrChr8G21990	W2	pi	0
MrChr8G26210	W2	pi	0.0020403
MrChr8G26210	W2	TajD	1.004
MrChr1G19130	W2	pi	0.00489203
MrChr1G19130	W2	TajD	2.0312
MrChr1G19230	W2	pi	0.00297542
MrChr1G19230	W2	TajD	1.28038
MrChr1G19490	W2	pi	0
MrChr1G19830	W2	pi	0.00767261
MrChr1G19830	W2	TajD	0.505267
MrChr1G20530	W2	pi	0.0113324
MrChr1G20530	W2	TajD	0.3244
MrChr1G20840	W2	pi	0.00544859
MrChr1G20840	W2	TajD	-0.838795
MrChr1G28030	W2	pi	0.0215034
MrChr1G28030	W2	TajD	-0.443627
MrChr1G28770	W2	pi	0.0076494
MrChr1G28770	W2	TajD	-1.70807
MrChr1G33550	W2	pi	0.00161603
MrChr1G33550	W2	TajD	1.21219
MrChr1G33650	W2	pi	0.00813781
MrChr1G33650	W2	TajD	0.421318
MrChr1G33970	W2	pi	0
MrChr1G34250	W2	pi	0.00703266
MrChr1G34250	W2	TajD	-1.93124
MrChr1G35900	W2	pi	0.00529062
MrChr1G35900	W2	TajD	0.113997
MrChr1G36130	W2	pi	0.0030001
MrChr1G36130	W2	TajD	-0.904612
MrChr2G00110	W2	pi	0.00337422
MrChr2G00110	W2	TajD	-0.422413
MrChr2G04350	W2	pi	0.014652
MrChr2G04350	W2	TajD	1.43413
MrChr2G07030	W2	pi	0.0215659
MrChr2G07030	W2	TajD	0.413172
MrChr2G10740	W2	pi	0.000570288
MrChr2G10740	W2	TajD	-1.48074
MrChr2G13340	W2	pi	0.00362275
MrChr2G13340	W2	TajD	0.37205
MrChr2G14940	W2	pi	0.0027041
MrChr2G14940	W2	TajD	0.290794
MrChr2G15040	W2	pi	0.00124164
MrChr2G15040	W2	TajD	0.413109
MrChr2G15140	W2	pi	0.0383446
MrChr2G15140	W2	TajD	-0.475262
MrChr2G15900	W2	pi	0.0245275
MrChr2G15900	W2	TajD	-0.0973107
MrChr2G16600	W2	pi	0.0292572
MrChr2G16600	W2	TajD	1.6387
MrChr2G16700	W2	pi	0.0879121
MrChr2G16700	W2	TajD	-0.341438
MrChr2G16810	W2	pi	0.00907223
MrChr2G16810	W2	TajD	1.29226
MrChr2G20680	W2	pi	0.00365196
MrChr2G20680	W2	TajD	1.23709
MrChr2G22580	W2	pi	0
MrChr2G25590	W2	pi	0.00814915
MrChr2G25590	W2	TajD	0.415804
MrChr2G30280	W2	pi	0.00482171
MrChr2G30280	W2	TajD	0.00551146
MrChr3G00190	W2	pi	0.00248522
MrChr3G00190	W2	TajD	0.779265
MrChr3G00470	W2	pi	0.00367795
MrChr3G00470	W2	TajD	0.841757
MrChr3G07580	W2	pi	0.00561343
MrChr3G07580	W2	TajD	1.49171
MrChr3G10300	W2	pi	0.00151131
MrChr3G10300	W2	TajD	-0.957319
MrChr3G11140	W2	pi	0.00185706
MrChr3G11140	W2	TajD	-0.824587
MrChr3G13330	W2	pi	0.00197352
MrChr3G13330	W2	TajD	1.22268
MrChr3G15730	W2	pi	0.00807005
MrChr3G15730	W2	TajD	0.290794
MrChr3G20540	W2	pi	0
MrChr3G22760	W2	pi	0.0140515
MrChr3G22760	W2	TajD	0.984769
MrChr3G23150	W2	pi	0.00427739
MrChr3G23150	W2	TajD	0.290647
MrChr3G27560	W2	pi	0.00770123
MrChr3G27560	W2	TajD	0.589197
MrChr3G29030	W2	pi	0.0123144
MrChr3G29030	W2	TajD	0.971919
MrChr3G36930	W2	pi	0.00355259
MrChr3G36930	W2	TajD	-0.610382
MrChr3G37390	W2	pi	0.0030014
MrChr3G37390	W2	TajD	-1.03134
MrChr4G01820	W2	pi	0.00950401
MrChr4G01820	W2	TajD	0.424627
MrChr4G04060	W2	pi	0.00281861
MrChr4G04060	W2	TajD	1.3655
MrChr4G15980	W2	pi	0.00754469
MrChr4G15980	W2	TajD	0.677456
MrChr4G20560	W2	pi	0.00424306
MrChr4G20560	W2	TajD	0.218382
MrChr4G22760	W2	pi	0.00742822
MrChr4G22760	W2	TajD	0.595697
MrChr4G27490	W2	pi	0.00361962
MrChr4G27490	W2	TajD	-0.118118
MrChr4G28730	W2	pi	0.0316484
MrChr4G28730	W2	TajD	-0.493734
MrChr4G29330	W2	pi	0.00806361
MrChr4G29330	W2	TajD	1.82704
MrChr5G05520	W2	pi	0.00371123
MrChr5G05520	W2	TajD	-0.626677
MrChr5G05620	W2	pi	0.00186384
MrChr5G05620	W2	TajD	1.10407
MrChr5G06730	W2	pi	0.0105428
MrChr5G06730	W2	TajD	0.47986
MrChr5G07000	W2	pi	0.032967
MrChr5G07000	W2	TajD	-0.268018
MrChr5G15520	W2	pi	0.038651
MrChr5G15520	W2	TajD	1.06456
MrChr5G19780	W2	pi	0.00272322
MrChr5G19780	W2	TajD	-0.980538
MrChr5G21510	W2	pi	0.0297168
MrChr5G21510	W2	TajD	1.1839
MrChr5G23570	W2	pi	0.00374904
MrChr5G23570	W2	TajD	0.297554
MrChr5G23740	W2	pi	0.00485021
MrChr5G23740	W2	TajD	0.0354803
MrChr5G24220	W2	pi	0.00568397
MrChr5G24220	W2	TajD	0.211464
MrChr5G24680	W2	pi	0.00156386
MrChr5G24680	W2	TajD	-0.474426
MrChr5G26550	W2	pi	0.000981533
MrChr5G26550	W2	TajD	-0.208276
MrChr5G29260	W2	pi	0.00242834
MrChr5G29260	W2	TajD	0.151932
MrChr5G29840	W2	pi	0.00510574
MrChr5G29840	W2	TajD	-0.610702
MrChr6G09760	W2	pi	0.00259884
MrChr6G09760	W2	TajD	0.408085
MrChr6G11040	W2	pi	0.00284341
MrChr6G11040	W2	TajD	1.54688
MrChr6G11510	W2	pi	0.0030601
MrChr6G11510	W2	TajD	1.06014
MrChr6G15970	W2	pi	0.00600044
MrChr6G15970	W2	TajD	0.993769
MrChr6G16600	W2	pi	0.00365204
MrChr6G16600	W2	TajD	0.80869
MrChr6G18360	W2	pi	0.00370135
MrChr6G18360	W2	TajD	0.546191
MrChr6G23280	W2	pi	0.00689617
MrChr6G23280	W2	TajD	1.32495
MrChr6G24500	W2	pi	0.00113435
MrChr6G24500	W2	TajD	-0.437643
MrChr6G28940	W2	pi	0.029975
MrChr6G28940	W2	TajD	1.93362
MrChr6G29050	W2	pi	0.0017074
MrChr6G29050	W2	TajD	0.777687
MrChr6G29240	W2	pi	0.0129246
MrChr6G29240	W2	TajD	0.73825
MrChr6G30250	W2	pi	0.00259536
MrChr6G30250	W2	TajD	-0.344168
MrChr6G30350	W2	pi	0.00506256
MrChr6G30350	W2	TajD	1.54057
MrChr6G31320	W2	pi	0.0154807
MrChr6G31320	W2	TajD	-0.706666
MrChr6G32040	W2	pi	0.0121908
MrChr6G32040	W2	TajD	1.56409
MrChr6G32510	W2	pi	0.0033875
MrChr6G32510	W2	TajD	0.462504
MrChr6G32620	W2	pi	0
MrChr6G32920	W2	pi	0.0313972
MrChr6G32920	W2	TajD	0.842275
MrChr6G33950	W2	pi	0.00174992
MrChr6G33950	W2	TajD	-0.360206
MrChr6G34070	W2	pi	0.052386
MrChr6G34070	W2	TajD	1.34803
MrChr6G34470	W2	pi	0.00202133
MrChr6G34470	W2	TajD	0.5014
MrChr6G35090	W2	pi	0.00918674
MrChr6G35090	W2	TajD	1.35083
MrChr6G36880	W2	pi	0.00431452
MrChr6G36880	W2	TajD	0.782526
MrChr7G02670	W2	pi	0.00543392
MrChr7G02670	W2	TajD	0.0976536
MrChr7G04750	W2	pi	0.00908023
MrChr7G04750	W2	TajD	0.458454
MrChr7G06350	W2	pi	0.00429006
MrChr7G06350	W2	TajD	-1.34457
MrChr7G07470	W2	pi	0.00219928
MrChr7G07470	W2	TajD	0.852341
MrChr7G07570	W2	pi	0.0111541
MrChr7G07570	W2	TajD	0.528721
MrChr7G09030	W2	pi	0.0016527
MrChr7G09030	W2	TajD	0.675729
MrChr7G12790	W2	pi	0.00287491
MrChr7G12790	W2	TajD	-0.0698609
MrChr7G14850	W2	pi	0.0161824
MrChr7G14850	W2	TajD	1.74047
MrChr7G15700	W2	pi	0.00401232
MrChr7G15700	W2	TajD	-0.292661
MrChr7G17440	W2	pi	0.00261659
MrChr7G17440	W2	TajD	0.240282
MrChr7G17630	W2	pi	0.0218853
MrChr7G17630	W2	TajD	0.721675
MrChr7G22240	W2	pi	0.00249965
MrChr7G22240	W2	TajD	-0.200574
MrChr7G22820	W2	pi	0.00732601
MrChr7G22820	W2	TajD	1.43744
MrChr7G23960	W2	pi	0.0278055
MrChr7G23960	W2	TajD	1.51207
MrChr7G25340	W2	pi	0.00378219
MrChr7G25340	W2	TajD	-0.107498
MrChr7G26590	W2	pi	0.00156216
MrChr7G26590	W2	TajD	0.0364945
MrChr7G29070	W2	pi	0.00430121
MrChr7G29070	W2	TajD	1.29647
MrChr8G00040	W2	pi	0.00602019
MrChr8G00040	W2	TajD	0.537297
MrChr8G00140	W2	pi	0.00294437
MrChr8G00140	W2	TajD	-0.276217
MrChr8G03400	W2	pi	0.00826181
MrChr8G03400	W2	TajD	0.611738
MrChr8G03500	W2	pi	0.00409013
MrChr8G03500	W2	TajD	1.64172
MrChr8G04390	W2	pi	0.01221
MrChr8G04390	W2	TajD	-1.17227
MrChr8G07370	W2	pi	0.0123896
MrChr8G07370	W2	TajD	0.547011
MrChr8G10340	W2	pi	0.00284718
MrChr8G10340	W2	TajD	0.32085
MrChr8G12160	W2	pi	0.0100909
MrChr8G12160	W2	TajD	1.1597
MrChr8G14660	W2	pi	0.0193031
MrChr8G14660	W2	TajD	-1.13419
MrChr8G17080	W2	pi	0.00638072
MrChr8G17080	W2	TajD	-0.578967
MrChr8G18150	W2	pi	0.00833233
MrChr8G18150	W2	TajD	0.558046
MrChr8G19830	W2	pi	0.00342445
MrChr8G19830	W2	TajD	0.492549
MrChr8G23610	W2	pi	0.00291258
MrChr8G23610	W2	TajD	1.54688
MrChr8G26250	W2	pi	0.00290334
MrChr8G26250	W2	TajD	0.778676
MrChr1G08110	W2	pi	0.00337546
MrChr1G08110	W2	TajD	0.148153
MrChr1G13850	W2	pi	0
MrChr1G19200	W2	pi	0.00448019
MrChr1G19200	W2	TajD	1.02855
MrChr1G19710	W2	pi	0.0155986
MrChr1G19710	W2	TajD	0.4131
MrChr1G20480	W2	pi	0.00300797
MrChr1G20480	W2	TajD	0.236433
MrChr1G20810	W2	pi	0.00222537
MrChr1G20810	W2	TajD	0.968342
MrChr1G27510	W2	pi	0
MrChr1G33520	W2	pi	0.0193777
MrChr1G33520	W2	TajD	0.558531
MrChr1G33910	W2	pi	0.0121872
MrChr1G33910	W2	TajD	0.146346
MrChr1G34210	W2	pi	0.00237707
MrChr1G34210	W2	TajD	-0.641633
MrChr1G34320	W2	pi	0.0170022
MrChr1G34320	W2	TajD	1.36118
MrChr1G35970	W2	pi	0.00234217
MrChr1G35970	W2	TajD	0.0551777
MrChr1G36200	W2	pi	0.00267148
MrChr1G36200	W2	TajD	-1.34401
MrChr2G03650	W2	pi	0.00193408
MrChr2G03650	W2	TajD	0.669295
MrChr2G06910	W2	pi	0.0195614
MrChr2G06910	W2	TajD	0.286979
MrChr2G08020	W2	pi	0.00235479
MrChr2G08020	W2	TajD	0.3244
MrChr2G13310	W2	pi	0.0255908
MrChr2G13310	W2	TajD	0.315964
MrChr2G14140	W2	pi	0.0284086
MrChr2G14140	W2	TajD	1.36293
MrChr2G15110	W2	pi	0.00940659
MrChr2G15110	W2	TajD	0.0780521
MrChr2G15540	W2	pi	0.0042134
MrChr2G15540	W2	TajD	-0.422413
MrChr2G16560	W2	pi	0.00690738
MrChr2G16560	W2	TajD	0.86136
MrChr2G16670	W2	pi	0.00488938
MrChr2G16670	W2	TajD	-0.443457
MrChr2G16780	W2	pi	0.00420514
MrChr2G16780	W2	TajD	0.226879
MrChr2G20330	W2	pi	0.0102363
MrChr2G20330	W2	TajD	1.64118
MrChr2G21390	W2	pi	0.00923868
MrChr2G21390	W2	TajD	1.10212
MrChr2G22890	W2	pi	0.00510138
MrChr2G22890	W2	TajD	0.74769
MrChr2G30220	W2	pi	0.00342272
MrChr2G30220	W2	TajD	0.77933
MrChr2G36250	W2	pi	0.0134462
MrChr2G36250	W2	TajD	0.529168
MrChr3G00440	W2	pi	0.00180189
MrChr3G00440	W2	TajD	-0.529394
MrChr3G04260	W2	pi	0.00721852
MrChr3G04260	W2	TajD	-0.874942
MrChr3G07550	W2	pi	0.018117
MrChr3G07550	W2	TajD	0.216982
MrChr3G09830	W2	pi	0.0151358
MrChr3G09830	W2	TajD	0.7477
MrChr3G10060	W2	pi	0
MrChr3G10870	W2	pi	0.00655084
MrChr3G10870	W2	TajD	1.60637
MrChr3G11310	W2	pi	0.00890296
MrChr3G11310	W2	TajD	1.40731
MrChr3G13860	W2	pi	0.0048285
MrChr3G13860	W2	TajD	0.0364945
MrChr3G20340	W2	pi	0.00510672
MrChr3G20340	W2	TajD	0.314666
MrChr3G22730	W2	pi	0.0416474
MrChr3G22730	W2	TajD	-0.0613137
MrChr3G22890	W2	pi	0.00260117
MrChr3G22890	W2	TajD	-0.138132
MrChr3G25520	W2	pi	0.00175462
MrChr3G25520	W2	TajD	0.197416
MrChr3G27940	W2	pi	0.00221499
MrChr3G27940	W2	TajD	0.253355
MrChr3G36900	W2	pi	0.00317447
MrChr3G36900	W2	TajD	-1.09218
MrChr3G37360	W2	pi	0.00216377
MrChr3G37360	W2	TajD	-1.17684
MrChr4G00170	W2	pi	0.00219472
MrChr4G00170	W2	TajD	0.193838
MrChr4G03320	W2	pi	0.00378866
MrChr4G03320	W2	TajD	0.433543
MrChr4G20530	W2	pi	0.00419939
MrChr4G20530	W2	TajD	1.01527
MrChr4G22730	W2	pi	0.00809237
MrChr4G22730	W2	TajD	1.053
MrChr4G26950	W2	pi	0.00216613
MrChr4G26950	W2	TajD	0.561746
MrChr4G28700	W2	pi	0.00560788
MrChr4G28700	W2	TajD	-0.269832
MrChr4G29020	W2	pi	0.00699
MrChr4G29020	W2	TajD	1.55755
MrChr5G04990	W2	pi	0.00275389
MrChr5G04990	W2	TajD	-0.415798
MrChr5G05590	W2	pi	0.00170723
MrChr5G05590	W2	TajD	-0.132006
MrChr5G06970	W2	pi	0.00278489
MrChr5G06970	W2	TajD	-0.959194
MrChr5G19400	W2	pi	0.00474554
MrChr5G19400	W2	TajD	0.939247
MrChr5G21050	W2	pi	0.00358921
MrChr5G21050	W2	TajD	0.375239
MrChr5G22980	W2	pi	0.00383603
MrChr5G22980	W2	TajD	-0.48233
MrChr5G23710	W2	pi	0.00838763
MrChr5G23710	W2	TajD	0.0187681
MrChr5G24190	W2	pi	0.00207595
MrChr5G24190	W2	TajD	-0.646408
MrChr5G24650	W2	pi	0.00433195
MrChr5G24650	W2	TajD	0.337525
MrChr5G26520	W2	pi	0.000877801
MrChr5G26520	W2	TajD	-0.808957
MrChr5G28840	W2	pi	0.00976801
MrChr5G28840	W2	TajD	0.842275
MrChr5G29810	W2	pi	0.00412314
MrChr5G29810	W2	TajD	-0.966434
MrChr6G09730	W2	pi	0.00209766
MrChr6G09730	W2	TajD	0.880143
MrChr6G10990	W2	pi	0.00417826
MrChr6G10990	W2	TajD	0.159346
MrChr6G11250	W2	pi	0.00742007
MrChr6G11250	W2	TajD	0.168846
MrChr6G14440	W2	pi	0.0040239
MrChr6G14440	W2	TajD	0.544164
MrChr6G16440	W2	pi	0.00383554
MrChr6G16440	W2	TajD	-0.160008
MrChr6G18290	W2	pi	0.00544048
MrChr6G18290	W2	TajD	1.69364
MrChr6G19640	W2	pi	0.00445761
MrChr6G19640	W2	TajD	-0.405178
MrChr6G24130	W2	pi	0.00989266
MrChr6G24130	W2	TajD	-0.127498
MrChr6G28910	W2	pi	0.00418319
MrChr6G28910	W2	TajD	1.2081
MrChr6G29020	W2	pi	0.000522001
MrChr6G29020	W2	TajD	0.0364945
MrChr6G29210	W2	pi	0.0061256
MrChr6G29210	W2	TajD	1.75308
MrChr6G30110	W2	pi	0.00254927
MrChr6G30110	W2	TajD	1.14426
MrChr6G30320	W2	pi	0.00133407
MrChr6G30320	W2	TajD	0.302618
MrChr6G31290	W2	pi	0.0130559
MrChr6G31290	W2	TajD	-1.0514
MrChr6G31740	W2	pi	0.00226963
MrChr6G31740	W2	TajD	-0.0254702
MrChr6G32190	W2	pi	0.00290965
MrChr6G32190	W2	TajD	-0.968163
MrChr6G32580	W2	pi	0.000456784
MrChr6G32580	W2	TajD	-0.34077
MrChr6G32690	W2	pi	0
MrChr6G32890	W2	pi	0.010989
MrChr6G32890	W2	TajD	-0.0109193
MrChr6G33900	W2	pi	0.00318353
MrChr6G33900	W2	TajD	0.691372
MrChr6G34020	W2	pi	0.00145402
MrChr6G34020	W2	TajD	-2.17325
MrChr6G34210	W2	pi	0.00420177
MrChr6G34210	W2	TajD	0.798049
MrChr6G34660	W2	pi	0.0024191
MrChr6G34660	W2	TajD	-1.36106
MrChr6G36390	W2	pi	0.00366705
MrChr6G36390	W2	TajD	0.985521
MrChr7G01040	W2	pi	0.0024202
MrChr7G01040	W2	TajD	1.12451
MrChr7G04130	W2	pi	0.00160621
MrChr7G04130	W2	TajD	-1.41203
MrChr7G06320	W2	pi	0.00273169
MrChr7G06320	W2	TajD	-0.0567336
MrChr7G07440	W2	pi	0.00175178
MrChr7G07440	W2	TajD	0.00413896
MrChr7G07540	W2	pi	0
MrChr7G08710	W2	pi	0.00510601
MrChr7G08710	W2	TajD	-0.646408
MrChr7G12750	W2	pi	0.0129317
MrChr7G12750	W2	TajD	1.54842
MrChr7G14820	W2	pi	0.00877646
MrChr7G14820	W2	TajD	1.3864
MrChr7G15070	W2	pi	0.0184089
MrChr7G15070	W2	TajD	1.03287
MrChr7G17300	W2	pi	0.00376826
MrChr7G17300	W2	TajD	0.844406
MrChr7G17590	W2	pi	0
MrChr7G18300	W2	pi	0.00383392
MrChr7G18300	W2	TajD	0.759112
MrChr7G22190	W2	pi	0
MrChr7G22310	W2	pi	0.00456509
MrChr7G22310	W2	TajD	0.651078
MrChr7G22790	W2	pi	0.00975869
MrChr7G22790	W2	TajD	0.855184
MrChr7G23930	W2	pi	0.014117
MrChr7G23930	W2	TajD	2.62865
MrChr7G24150	W2	pi	0.0200311
MrChr7G24150	W2	TajD	1.07429
MrChr7G26810	W2	pi	0.00874636
MrChr7G26810	W2	TajD	-0.0977459
MrChr7G34250	W2	pi	0.013286
MrChr7G34250	W2	TajD	0.458417
MrChr8G00110	W2	pi	0.010818
MrChr8G00110	W2	TajD	0.806646
MrChr8G00210	W2	pi	0.0136863
MrChr8G00210	W2	TajD	-0.565431
MrChr8G03040	W2	pi	0.0048465
MrChr8G03040	W2	TajD	0.991254
MrChr8G03470	W2	pi	0.00211115
MrChr8G03470	W2	TajD	0.350886
MrChr8G03780	W2	pi	0.0129392
MrChr8G03780	W2	TajD	0.747471
MrChr8G07340	W2	pi	0.0324969
MrChr8G07340	W2	TajD	1.95522
MrChr8G07440	W2	pi	0.034282
MrChr8G07440	W2	TajD	2.51706
MrChr8G09390	W2	pi	0.00439323
MrChr8G09390	W2	TajD	0.339499
MrChr8G11930	W2	pi	0.00550377
MrChr8G11930	W2	TajD	0.954596
MrChr8G13540	W2	pi	0.011234
MrChr8G13540	W2	TajD	1.51676
MrChr8G14460	W2	pi	0.00346332
MrChr8G14460	W2	TajD	1.04672
MrChr8G15450	W2	pi	0.00394361
MrChr8G15450	W2	TajD	2.15202
MrChr8G18050	W2	pi	0.00414891
MrChr8G18050	W2	TajD	-0.422413
MrChr8G18380	W2	pi	0.00396
MrChr8G18380	W2	TajD	0.842275
MrChr8G20850	W2	pi	0.0262285
MrChr8G20850	W2	TajD	1.70003
MrChr8G22000	W2	pi	0
MrChr8G26220	W2	pi	0.00661165
MrChr8G26220	W2	TajD	0.052367
MrChr1G08070	W2	pi	0.0154561
MrChr1G08070	W2	TajD	1.58795
MrChr1G09620	W2	pi	0.00533237
MrChr1G09620	W2	TajD	1.35459
MrChr1G19160	W2	pi	0.0236731
MrChr1G19160	W2	TajD	2.19741
MrChr1G19410	W2	pi	0.00660176
MrChr1G19410	W2	TajD	0.361147
MrChr1G19520	W2	pi	0.00277718
MrChr1G19520	W2	TajD	0.33035
MrChr1G20250	W2	pi	0.00680272
MrChr1G20250	W2	TajD	-1.48074
MrChr1G20630	W2	pi	0.00859657
MrChr1G20630	W2	TajD	0.842791
MrChr1G28060	W2	pi	0
MrChr1G33480	W2	pi	0.0121725
MrChr1G33480	W2	TajD	0.388978
MrChr1G33580	W2	pi	0.011585
MrChr1G33580	W2	TajD	0.224245
MrChr1G33710	W2	pi	0.00612855
MrChr1G33710	W2	TajD	-0.527071
MrChr1G34100	W2	pi	0.00224394
MrChr1G34100	W2	TajD	-0.245788
MrChr1G34280	W2	pi	0.00672703
MrChr1G34280	W2	TajD	0.0795811
MrChr1G35930	W2	pi	0.00256728
MrChr1G35930	W2	TajD	0.776333
MrChr1G36160	W2	pi	0.00575813
MrChr1G36160	W2	TajD	0.464526
MrChr2G00260	W2	pi	0.00431427
MrChr2G00260	W2	TajD	-0.137978
MrChr2G05630	W2	pi	0.0335082
MrChr2G05630	W2	TajD	2.33327
MrChr2G07980	W2	pi	0.00705366
MrChr2G07980	W2	TajD	0.261311
MrChr2G12750	W2	pi	0.00232532
MrChr2G12750	W2	TajD	0.226149
MrChr2G13370	W2	pi	0.0227046
MrChr2G13370	W2	TajD	1.29792
MrChr2G14970	W2	pi	0.00348268
MrChr2G14970	W2	TajD	1.96224
MrChr2G15070	W2	pi	0.00832672
MrChr2G15070	W2	TajD	0.936473
MrChr2G15320	W2	pi	0
MrChr2G15930	W2	pi	0.00553975
MrChr2G15930	W2	TajD	-0.919479
MrChr2G16730	W2	pi	0.0136141
MrChr2G16730	W2	TajD	0.178728
MrChr2G19680	W2	pi	0.00545612
MrChr2G19680	W2	TajD	1.70559
MrChr2G20710	W2	pi	0.00436001
MrChr2G20710	W2	TajD	1.08981
MrChr2G22680	W2	pi	0.00283083
MrChr2G22680	W2	TajD	-0.026406
MrChr2G29720	W2	pi	0.00774226
MrChr2G29720	W2	TajD	1.27253
MrChr2G31530	W2	pi	0.00328643
MrChr2G31530	W2	TajD	0.320977
MrChr3G00400	W2	pi	0.00211817
MrChr3G00400	W2	TajD	-1.00484
MrChr3G02330	W2	pi	0.00668896
MrChr3G02330	W2	TajD	-0.853032
MrChr3G05500	W2	pi	0.00380578
MrChr3G05500	W2	TajD	1.12732
MrChr3G08060	W2	pi	0.0167966
MrChr3G08060	W2	TajD	0.992747
MrChr3G11270	W2	pi	0.00379435
MrChr3G11270	W2	TajD	1.45158
MrChr3G13520	W2	pi	0.00422979
MrChr3G13520	W2	TajD	1.29178
MrChr3G20570	W2	pi	0.0264633
MrChr3G20570	W2	TajD	2.06035
MrChr3G22850	W2	pi	0.0048999
MrChr3G22850	W2	TajD	0.0706866
MrChr3G24200	W2	pi	0.0188383
MrChr3G24200	W2	TajD	1.83822
MrChr3G27590	W2	pi	0.00405575
MrChr3G27590	W2	TajD	0.431534
MrChr3G29060	W2	pi	0.00312114
MrChr3G29060	W2	TajD	1.83822
MrChr3G36960	W2	pi	0.0136249
MrChr3G36960	W2	TajD	0.654049
MrChr4G00130	W2	pi	0.00182003
MrChr4G00130	W2	TajD	-0.474739
MrChr4G01850	W2	pi	0.0179273
MrChr4G01850	W2	TajD	-0.718148
MrChr4G04090	W2	pi	0.00217067
MrChr4G04090	W2	TajD	1.03454
MrChr4G20590	W2	pi	0.00221875
MrChr4G20590	W2	TajD	-0.421659
MrChr4G25290	W2	pi	0.00471434
MrChr4G25290	W2	TajD	-0.057304
MrChr4G27520	W2	pi	0.00480168
MrChr4G27520	W2	TajD	0.106356
MrChr4G28760	W2	pi	0.0215533
MrChr4G28760	W2	TajD	1.14239
MrChr5G02760	W2	pi	0.00635891
MrChr5G02760	W2	TajD	-0.786705
MrChr5G05550	W2	pi	0.00225784
MrChr5G05550	W2	TajD	-1.38667
MrChr5G05730	W2	pi	0.00191417
MrChr5G05730	W2	TajD	1.1972
MrChr5G06760	W2	pi	0.00577525
MrChr5G06760	W2	TajD	2.43181
MrChr5G11600	W2	pi	0.00242909
MrChr5G11600	W2	TajD	1.49085
MrChr5G19900	W2	pi	0.00481615
MrChr5G19900	W2	TajD	1.12872
MrChr5G21680	W2	pi	0.00444684
MrChr5G21680	W2	TajD	0.764722
MrChr5G23600	W2	pi	0.00350906
MrChr5G23600	W2	TajD	-0.593214
MrChr5G23810	W2	pi	0.00747218
MrChr5G23810	W2	TajD	1.96969
MrChr5G24610	W2	pi	0.0121085
MrChr5G24610	W2	TajD	1.69882
MrChr5G25360	W2	pi	0
MrChr5G27250	W2	pi	0.0042735
MrChr5G27250	W2	TajD	0.3321
MrChr5G29290	W2	pi	0.0021885
MrChr5G29290	W2	TajD	0.277595
MrChr5G30270	W2	pi	0.00222297
MrChr5G30270	W2	TajD	0.301048
MrChr6G10950	W2	pi	0.000964839
MrChr6G10950	W2	TajD	0.326455
MrChr6G11210	W2	pi	0.00391423
MrChr6G11210	W2	TajD	0.0905738
MrChr6G13090	W2	pi	0.0264266
MrChr6G13090	W2	TajD	1.67723
MrChr6G16400	W2	pi	0.00372759
MrChr6G16400	W2	TajD	1.20606
MrChr6G18250	W2	pi	0.00194413
MrChr6G18250	W2	TajD	0.320086
MrChr6G19600	W2	pi	0.0157102
MrChr6G19600	W2	TajD	0.89196
MrChr6G23310	W2	pi	0.00257029
MrChr6G23310	W2	TajD	1.6057
MrChr6G28870	W2	pi	0.00475036
MrChr6G28870	W2	TajD	1.14046
MrChr6G28970	W2	pi	0.0022108
MrChr6G28970	W2	TajD	0.199967
MrChr6G29110	W2	pi	0.00356349
MrChr6G29110	W2	TajD	1.23923
MrChr6G29600	W2	pi	0.00373365
MrChr6G29600	W2	TajD	0.94176
MrChr6G30280	W2	pi	0.00173857
MrChr6G30280	W2	TajD	0.747859
MrChr6G30380	W2	pi	0
MrChr6G31540	W2	pi	0.0133592
MrChr6G31540	W2	TajD	0.226149
MrChr6G32070	W2	pi	0.00367577
MrChr6G32070	W2	TajD	1.83822
MrChr6G32540	W2	pi	0.00599708
MrChr6G32540	W2	TajD	2.17209
MrChr6G32650	W2	pi	0.00258085
MrChr6G32650	W2	TajD	1.205
MrChr6G32850	W2	pi	0
MrChr6G32960	W2	pi	0.00677957
MrChr6G32960	W2	TajD	1.67728
MrChr6G34100	W2	pi	0.0282065
MrChr6G34100	W2	TajD	1.01306
MrChr6G34550	W2	pi	0.00602471
